raw_id,raw_name,include
8611,SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes
8612,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes
8612,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes
8613,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes
8685,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes
8686,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes
8686,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes
8610,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8610,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8616,WEST HOLLYWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8616,WEST HOLLYWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8617,WEST COVINA CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes
8618,WEST COVINA CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes
8619,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes
8619,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes
8620,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes
8621,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes
8621,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes
8615,WESTLAKE VILLAGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8615,WESTLAKE VILLAGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes
8430,"ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8544,"CERRITOS COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 007",Yes
8442,"CITRUS COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8443,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8444,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8445,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8550,"LONG BEACH COMMUNITY COLLEGE DISTRICT Member, Board of Trustees, Trustee Area No. 003",Yes
8551,"LONG BEACH COMMUNITY COLLEGE DISTRICT Member, Board of Trustees, Trustee Area No. 005",Yes
8528,"LOS ANGELES COMMUNITY COLLEGE DISTRICT SPECIAL ELECTION Member of the Board of Trustees, Seat 007 (Unexpired term ending December 13, 2024)",Yes
8515,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 002",Yes
8516,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 004",Yes
8516,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 004",Yes
8517,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 006",Yes
8811,"RIO HONDO COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8813,"RIO HONDO COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8681,SANTA MONICA COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees,Yes
8681,SANTA MONICA COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees,Yes
8426,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8427,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8427,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8428,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 006",Yes
8806,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 004",Yes
8806,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 004",Yes
8807,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 005",Yes
8654,"AZUSA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8436,BALDWIN PARK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8437,BASSETT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8437,BASSETT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8438,BELLFLOWER UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8541,BEVERLY HILLS UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8858,"BONITA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes
8858,"BONITA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes
8857,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8856,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8856,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8439,BURBANK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8439,BURBANK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8658,"CLAREMONT UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8546,"COVINA-VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8546,"COVINA-VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8446,CULVER CITY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8446,CULVER CITY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8855,"DUARTE UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes
8659,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8659,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8660,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8454,EL RANCHO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8454,EL RANCHO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8455,EL SEGUNDO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8455,EL SEGUNDO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8504,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8505,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8505,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8501,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8502,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8503,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8862,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 001",Yes
8864,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 002",Yes
8865,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 003",Yes
8865,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 003",Yes
8861,"INGLEWOOD UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Member of the Board of Education, District 005 (Unexpired term ending December 16, 2024)",Yes
8460,LA CAÑADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8460,LA CAÑADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8547,LAS VIRGENES UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8866,"LONG BEACH UNIFIED SCHOOL DISTRICT Governing Board Member, District 001",Yes
8866,"LONG BEACH UNIFIED SCHOOL DISTRICT Governing Board Member, District 001",Yes
8851,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 002",Yes
8852,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 006",Yes
8852,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 006",Yes
8469,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8469,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8471,MONTEBELLO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8471,MONTEBELLO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8479,NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8479,NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8788,"PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes
8787,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8787,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8518,PARAMOUNT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8518,PARAMOUNT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8703,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 001",Yes
8704,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 003",Yes
8704,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 003",Yes
8705,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 005",Yes
8706,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 007",Yes
8706,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 007",Yes
8481,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8482,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8482,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8483,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8791,"ROWLAND UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8668,"SAN MARINO UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes
8557,SAN MARINO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8557,SAN MARINO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8682,SANTA MONICA-MALIBU UNIFIED SCHOOL DISTRICT Member of the Board of Education,Yes
8682,SANTA MONICA-MALIBU UNIFIED SCHOOL DISTRICT Member of the Board of Education,Yes
8556,"SNOWLINE JOINT UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No.1",Yes
8491,WALNUT VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8491,WALNUT VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8492,WEST COVINA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes
8433,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8434,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8435,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8803,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8804,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8804,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8805,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8662,"EL MONTE UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8663,"EL MONTE UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8511,"WHITTIER UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes
8512,"WHITTIER UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8494,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8495,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8495,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8496,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8524,"CASTAIC UNION SCHOOL DISTRICT Governing Board Member, Trustee Area E",Yes
8524,"CASTAIC UNION SCHOOL DISTRICT Governing Board Member, Trustee Area E",Yes
8453,EL MONTE CITY SCHOOL DISTRICT Governing Board Member,Yes
8821,"HUGHES-ELIZABETH LAKES UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8459,KEPPEL UNION SCHOOL DISTRICT Governing Board Member,Yes
8459,KEPPEL UNION SCHOOL DISTRICT Governing Board Member,Yes
8466,"LAWNDALE SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8552,"LOWELL JOINT SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8552,"LOWELL JOINT SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8810,MOUNTAIN VIEW SCHOOL DISTRICT Governing Board Member,Yes
8810,MOUNTAIN VIEW SCHOOL DISTRICT Governing Board Member,Yes
8476,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8477,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8477,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8480,PALMDALE SCHOOL DISTRICT Governing Board Member,Yes
8484,ROSEMEAD SCHOOL DISTRICT Governing Board Member,Yes
8484,ROSEMEAD SCHOOL DISTRICT Governing Board Member,Yes
8487,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes
8488,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes
8489,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8490,VALLE LINDO SCHOOL DISTRICT Governing Board Member,Yes
8490,VALLE LINDO SCHOOL DISTRICT Governing Board Member,Yes
8493,"WHITTIER CITY SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes
8809,"WILSONA SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes
8391,"ANTELOPE VALLEY HEALTH CARE DISTRICT Member, Board of Directors",Yes
8391,"ANTELOPE VALLEY HEALTH CARE DISTRICT Member, Board of Directors",Yes
8873,"ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION Member, Board of Directors (Unexpired term ending December 6, 2024)",Yes
8873,"ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION Member, Board of Directors (Unexpired term ending December 6, 2024)",Yes
8392,"BEACH CITIES HEALTH DISTRICT Member, Board of Directors",Yes
8403,"CENTRAL BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes
8403,"CENTRAL BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes
8409,"LAS VIRGENES MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes
8415,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes
8415,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes
8416,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes
8418,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes
8418,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes
8419,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 005",Yes
8420,"WEST BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes
8422,"WEST BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 004",Yes
8423,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 001",Yes
8424,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 003",Yes
8425,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 004",Yes
8624,"ANTELOPE VALLEY-EAST KERN WATER AGENCY Member, Board of Directors, Division 003",Yes
8782,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 001",Yes
8783,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 002",Yes
8784,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 003",Yes
8381,"CRESCENTA VALLEY WATER DISTRICT Member, Board of Directors",Yes
8385,"ORCHARD DALE WATER DISTRICT Member, Board of Directors",Yes
8385,"ORCHARD DALE WATER DISTRICT Member, Board of Directors",Yes
8388,"ROWLAND WATER DISTRICT Member, Board of Directors, Division 003",Yes
8399,"PALMDALE WATER DISTRICT Member, Board of Directors, Division 002",Yes
8399,"PALMDALE WATER DISTRICT Member, Board of Directors, Division 002",Yes
8379,"WALNUT VALLEY WATER DISTRICT Member, Board of Directors, Division 002",Yes
8774,JUDGE OF THE SUPERIOR COURT Office No. 060,Yes
8774,JUDGE OF THE SUPERIOR COURT Office No. 060,Yes
8775,JUDGE OF THE SUPERIOR COURT Office No. 067,Yes
8776,JUDGE OF THE SUPERIOR COURT Office No. 070,Yes
8777,JUDGE OF THE SUPERIOR COURT Office No. 090,Yes
8778,JUDGE OF THE SUPERIOR COURT Office No. 118,Yes
8779,JUDGE OF THE SUPERIOR COURT Office No. 151,Yes
8779,JUDGE OF THE SUPERIOR COURT Office No. 151,Yes
8772,SHERIFF,Yes
8771,SUPERVISOR 3RD DISTRICT,Yes
8771,SUPERVISOR 3RD DISTRICT,Yes
8767,ATTORNEY GENERAL,Yes
8765,CONTROLLER,Yes
8762,GOVERNOR,Yes
8768,INSURANCE COMMISSIONER,Yes
8768,INSURANCE COMMISSIONER,Yes
8763,LIEUTENANT GOVERNOR,Yes
8764,SECRETARY OF STATE,Yes
8770,SUPERINTENDENT OF PUBLIC INSTRUCTION,Yes
8766,TREASURER,Yes
8766,TREASURER,Yes
8769,MEMBER STATE BOARD OF EQUALIZATION 3rd District,Yes
8885,"For Associate Justice, Court of Appeal, Second District, Division Four",Yes
8886,"For Associate Justice, Court of Appeal, Second District, Division Four",Yes
8975,"For Associate Justice, Court of Appeal, Second District, Division Eight",Yes
8947,"For Associate Justice, Court of Appeal, Second District, Division Six",Yes
8889,"For Associate Justice, Court of Appeal, Second District, Division Seven",Yes
8976,"For Associate Justice, Court of Appeal, Second District, Division Eight",Yes
8883,"For Associate Justice, Court of Appeal, Second District, Division Two",Yes
8888,"For Associate Justice, Court of Appeal, Second District, Division Five",Yes
8888,"For Associate Justice, Court of Appeal, Second District, Division Five",Yes
8884,"For Associate Justice, Court of Appeal, Second District, Division Three",Yes
8878,For Associate Justice of the Supreme Court,Yes
8881,For Associate Justice of the Supreme Court,Yes
8881,For Associate Justice of the Supreme Court,Yes
8879,For Associate Justice of the Supreme Court,Yes
8877,For Chief Justice of California,Yes
8882,"For Presiding Justice, Court of Appeal, Second District, Division One",Yes
8882,"For Presiding Justice, Court of Appeal, Second District, Division One",Yes
8887,"For Presiding Justice, Court of Appeal, Second District, Division Five",Yes
8974,"For Presiding Justice, Court of Appeal, Second District, Division Eight",Yes
